code,name,date,shares,d_shares,pct,aum_wy,nav,flow_wy
510300,华泰柏瑞沪深300ETF,2026-07-10,1715718.77,-5760.0,-0.3346,8281774.502789999,4.827,-27803.52
510300,华泰柏瑞沪深300ETF,2026-07-09,1721478.77,1170.0,0.068,8462789.63332,4.916,5751.72
510300,华泰柏瑞沪深300ETF,2026-07-08,1720308.77,10890.0,0.6371,8248880.55215,4.795,52217.549999999996
510300,华泰柏瑞沪深300ETF,2026-07-07,1709418.77,27270.0,1.6211,8258373.019747,4.8311,131744.097
510300,华泰柏瑞沪深300ETF,2026-07-06,1682148.77,-24840.0,-1.4552,8211072.7910009995,4.8812999999999995,-121251.49199999998
510300,华泰柏瑞沪深300ETF,2026-07-03,1706988.77,-146250.0,-7.8916,8332494.981878,4.8814,-713904.75
510300,华泰柏瑞沪深300ETF,2026-07-02,1853238.77,13680.0,0.7437,8988208.0345,4.85,66348.0
510300,华泰柏瑞沪深300ETF,2026-07-01,1839558.77,-51930.0,-2.7455,9188963.967904,4.9952,-259400.73599999998
510300,华泰柏瑞沪深300ETF,2026-06-30,1891488.77,-102150.0,-5.1238,9487140.223689,5.0157,-512353.755
510300,华泰柏瑞沪深300ETF,2026-06-29,1993638.77,-86400.0,-4.1538,9892036.848986,4.9618,-428699.52
510300,华泰柏瑞沪深300ETF,2026-06-26,2080038.77,5580.0,0.269,10194686.019524,4.9012,27348.696
510300,华泰柏瑞沪深300ETF,2026-06-25,2074458.77,-214200.0,-9.3592,10470208.303944001,5.0472,-1081110.24
510300,华泰柏瑞沪深300ETF,2026-06-24,2288658.77,-179010.0,-7.2542,11376236.148039,4.9707,-889805.007
510300,华泰柏瑞沪深300ETF,2026-06-23,2467668.77,-170820.0,-6.4742,12207557.40519,4.947,-845046.54
510300,华泰柏瑞沪深300ETF,2026-06-22,2638488.77,-14220.0,-0.5361,13424103.164006,5.0878000000000005,-72348.516
510300,华泰柏瑞沪深300ETF,2026-06-18,2652708.77,-55530.0,-2.0504,13183166.774269,4.9697,-275967.441
510300,华泰柏瑞沪深300ETF,2026-06-17,2708238.77,-88830.0,-3.1758,13427989.469414,4.9582,-440436.90599999996
510300,华泰柏瑞沪深300ETF,2026-06-16,2797068.77,-41220.0,-1.4523,13739761.211994,4.9121999999999995,-202480.884
510300,华泰柏瑞沪深300ETF,2026-06-15,2838288.77,-24120.0,-0.8426,13966367.550539002,4.920700000000001,-118687.28400000003
510300,华泰柏瑞沪深300ETF,2026-06-12,2862408.77,-10620.0,-0.3696,13761602.643529002,4.8077000000000005,-51057.774000000005
510300,华泰柏瑞沪深300ETF,2026-06-11,2873028.77,21600.0,0.7575,13656367.652441,4.7533,102671.28000000001
510300,华泰柏瑞沪深300ETF,2026-06-10,2851428.77,18270.0,0.6449,13626692.948952999,4.778899999999999,87310.50299999998
510300,华泰柏瑞沪深300ETF,2026-06-09,2833158.77,-15030.0,-0.5277,13675374.066913001,4.8269,-72548.307
510300,华泰柏瑞沪深300ETF,2026-06-08,2848188.77,57690.0,2.0674,13497281.762153,4.7389,273387.141
510300,华泰柏瑞沪深300ETF,2026-06-05,2790498.77,4500.0,0.1615,13512153.144094,4.8422,21789.9
510300,华泰柏瑞沪深300ETF,2026-06-04,2785998.77,-18720.0,-0.6674,13730516.338068,4.9284,-92259.648
510300,华泰柏瑞沪深300ETF,2026-06-03,2804718.77,-19440.0,-0.6883,13917295.008617,4.9621,-96463.224
510300,华泰柏瑞沪深300ETF,2026-06-02,2824158.77,4230.0,0.15,13944848.758629002,4.9377,20886.471
510300,华泰柏瑞沪深300ETF,2026-06-01,2819928.77,24300.0,0.8692,13725157.309344001,4.8672,118272.96
510300,华泰柏瑞沪深300ETF,2026-05-29,2795628.77,-1260.0,-0.0451,13739676.715919001,4.914700000000001,-6192.522000000001
510300,华泰柏瑞沪深300ETF,2026-05-28,2796888.77,7200.0,0.2581,13804883.590966001,4.9358,35537.76
510300,华泰柏瑞沪深300ETF,2026-05-27,2789688.77,-13140.0,-0.4688,13751491.822838001,4.9294,-64772.316000000006
510300,华泰柏瑞沪深300ETF,2026-05-26,2802828.77,-43020.0,-1.5117,13922771.632098,4.9674000000000005,-213697.548
510300,华泰柏瑞沪深300ETF,2026-05-25,2845848.77,-133740.0,-4.4885,14059631.263307998,4.9403999999999995,-660729.0959999999
510300,华泰柏瑞沪深300ETF,2026-05-22,2979588.77,-69840.0,-2.2903,14492719.77728,4.864,-339701.76
510300,华泰柏瑞沪深300ETF,2026-05-21,3049428.77,-53280.0,-1.7172,14645491.553679,4.8027,-255887.856
510300,华泰柏瑞沪深300ETF,2026-05-20,3102708.77,-63540.0,-2.0068,15108019.813760998,4.869299999999999,-309395.3219999999
510300,华泰柏瑞沪深300ETF,2026-05-19,3166248.77,-52020.0,-1.6164,15421847.884039002,4.8707,-253373.814
510300,华泰柏瑞沪深300ETF,2026-05-18,3218268.77,1980.0,0.0616,15612787.283901,4.8513,9605.574
